shelter_id,owner_email,name,email,phone,zipcode,address,address_detail,opening_hours,volunteer_info,description,url,created_at,modified_at
134,user00551@test.com,부산해운대 봄날 애견보호센터,user00551@test.com,051-9111-8088,48094,부산광역시 해운대구 논현 161,1층 345호,월-토 09:00-18:00 (일요일 휴무),"사전 연락 후 방문, 개인/단체 모두 환영",부산 해운대의 부산해운대 봄날 애견보호센터입니다. 5년간 운영하며 68여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
135,user00552@test.com,경기도수원 봄 보호소,user00552@test.com,031-4954-6696,16444,경기도 수원시 테헤란 190,15층 201호,평일 10:00-17:00,"자원봉사 상시 모집, 예약 필수",경기도 수원의 경기도수원 봄 보호소입니다. 11년간 운영하며 116여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter0135,2025-12-04 03:07:09,2025-12-04 03:07:09
136,user00553@test.com,해운대 무지개 동물병원,user00553@test.com,051-6147-3147,48094,부산광역시 해운대구 봉은사 97,18층 515호,평일 10:00-17:00,"주말 봉사 가능, 단체 봉사 환영",해운대 무지개 동물병원은 부산에서 운영하는 비영리 동물보호시설입니다. 매년 119여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter0136.com,2025-12-04 03:07:09,2025-12-04 03:07:09
137,user00554@test.com,은혜 동물병원,user00554@test.com,051-9913-4962,48094,부산광역시 해운대구 삼성 114,7층 305호,"평일 08:30-18:30, 주말 09:00-18:00","정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",15년 전통의 은혜 동물병원입니다. 부산에서 가장 오래된 보호소로 현재 21마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://shelter0137.com,2025-12-04 03:07:09,2025-12-04 03:07:09
138,user00555@test.com,경기도수원 아침 보호소,user00555@test.com,031-7274-4020,16444,경기도 수원시 개포 104,2층 704호,"평일 08:30-18:30, 주말 09:00-18:00","자원봉사 상시 모집, 예약 필수",25년 전통의 경기도수원 아침 보호소입니다. 경기도에서 가장 오래된 보호소로 현재 146마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.shelter138.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
139,user00556@test.com,남동 이웃 동물병원,user00556@test.com,032-6125-3528,21556,인천광역시 남동구 개포 185,19층 665호,매일 09:00-19:00,학생 봉사활동 확인서 발급 가능,24년 전통의 남동 이웃 동물병원입니다. 인천에서 가장 오래된 보호소로 현재 59마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
140,user00559@test.com,꿈 애견보호센터,user00559@test.com,02-9317-8403,06590,서울특별시 서초구 백제고분 15,3층 167호,"평일 09:00-17:00, 토요일 10:00-15:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",서울 서초의 꿈 애견보호센터입니다. 21년간 운영하며 107여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
141,user00561@test.com,서울강동 평화 보호소,user00561@test.com,02-6735-5237,05288,서울특별시 강동구 개포 76,7층 468호,매일 09:00-19:00,"사전 연락 후 방문, 개인/단체 모두 환영",서울강동 평화 보호소은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 108여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.instagram.com/shelter0141,2025-12-04 03:07:09,2025-12-04 03:07:09
142,user00568@test.com,이웃 동물쉼터,user00568@test.com,031-5051-2350,13487,경기도 성남시 테헤란 146,20층 305호,월-토 09:00-18:00 (일요일 휴무),학생 봉사활동 확인서 발급 가능,경기도 소재 이웃 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 116여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter0142.com,2025-12-04 03:07:09,2025-12-04 03:07:09
143,user00570@test.com,서울서초 은혜 반려동물센터,user00570@test.com,02-7287-6073,06590,서울특별시 서초구 개포 116,5층 611호,"평일 09:00-17:00, 토요일 10:00-15:00","평일 봉사 가능, 1일 체험 가능",서울서초 은혜 반려동물센터은 서울에서 운영하는 비영리 동물보호시설입니다. 매년 111여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.instagram.com/shelter0143,2025-12-04 03:07:09,2025-12-04 03:07:09
144,user00571@test.com,동행 반려동물센터,user00571@test.com,02-3579-5499,06234,서울특별시 강남구 오금 143,20층 695호,"평일 09:00-17:00, 토요일 10:00-15:00","사전 예약 필수, 주말 봉사 가능",서울 소재 동행 반려동물센터입니다. 넓은 운동장과 쾌적한 환경에서 145여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.instagram.com/shelter0144,2025-12-04 03:07:09,2025-12-04 03:07:09
145,user00573@test.com,경기도용인 여름 동물쉼터,user00573@test.com,031-1726-7397,16827,경기도 용인시 양재천 141,18층 810호,평일 10:00-17:00,"사전 예약 필수, 주말 봉사 가능",경기도에 위치한 경기도용인 여름 동물쉼터입니다. 현재 69여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
146,user00577@test.com,남동 여름 반려동물센터,user00577@test.com,032-8122-6843,21556,인천광역시 남동구 역삼 148,15층 696호,"평일 09:00-17:00, 토요일 10:00-15:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",남동 여름 반려동물센터은 인천에서 운영하는 비영리 동물보호시설입니다. 매년 86여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter0146.com,2025-12-04 03:07:09,2025-12-04 03:07:09
147,user00579@test.com,나눔 동물쉼터,user00579@test.com,02-2014-8634,06590,서울특별시 서초구 양재천 76,5층 325호,매일 09:00-19:00,주 1회 이상 참여 가능한 분 환영,서울 서초의 나눔 동물쉼터입니다. 17년간 운영하며 133여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://shelter0147.com,2025-12-04 03:07:09,2025-12-04 03:07:09
148,user00580@test.com,해운대 무지개 동물쉼터,user00580@test.com,051-6955-5945,48094,부산광역시 해운대구 서초대 141,1층 464호,매일 09:00-19:00,학생 봉사활동 확인서 발급 가능,부산 소재 해운대 무지개 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 38여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.instagram.com/shelter0148,2025-12-04 03:07:09,2025-12-04 03:07:09
149,user00583@test.com,서울강동 봄날 반려동물센터,user00583@test.com,02-7280-9451,05288,서울특별시 강동구 개포 136,2층 158호,평일 10:00-17:00,"평일 봉사 가능, 1일 체험 가능",23년 전통의 서울강동 봄날 반려동물센터입니다. 서울에서 가장 오래된 보호소로 현재 27마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://blog.naver.com/shelter0149,2025-12-04 03:07:09,2025-12-04 03:07:09
150,user00584@test.com,경기도성남 은혜 보호소,user00584@test.com,031-6363-6513,13487,경기도 성남시 봉은사 104,16층 579호,월-토 09:00-18:00 (일요일 휴무),"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",경기도에 위치한 경기도성남 은혜 보호소입니다. 현재 75여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter0150.com,2025-12-04 03:07:09,2025-12-04 03:07:09
151,user00589@test.com,은혜 동물병원,user00589@test.com,02-7782-2631,06590,서울특별시 서초구 역삼 132,10층 857호,연중무휴 08:00-20:00,"주말 단체 봉사 우선, 평일 개인 봉사 가능",서울에 위치한 은혜 동물병원입니다. 현재 103여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
152,user00590@test.com,미소 보호소,user00590@test.com,042-5625-5772,34126,대전광역시 유성구 언주 27,18층 955호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,대전 유성의 미소 보호소입니다. 4년간 운영하며 63여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.shelter152.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
153,user00593@test.com,고양 동행 보호소,user00593@test.com,031-7135-3822,10401,경기도 고양시 개포 78,2층 610호,"평일 08:30-18:30, 주말 09:00-18:00","사전 예약 필수, 주말 봉사 가능",경기도에 위치한 고양 동행 보호소입니다. 현재 139여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter0153,2025-12-04 03:07:09,2025-12-04 03:07:09
154,user00594@test.com,용인 봄 애견보호센터,user00594@test.com,031-5229-5849,16827,경기도 용인시 잠실 152,6층 971호,화-일 09:00-18:00 (월요일 휴무),"사전 연락 후 방문, 개인/단체 모두 환영",경기도 용인의 용인 봄 애견보호센터입니다. 21년간 운영하며 149여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter0154,2025-12-04 03:07:09,2025-12-04 03:07:09
155,user00599@test.com,아침 동물쉼터,user00599@test.com,051-5440-5543,48094,부산광역시 해운대구 선릉 28,6층 273호,화-일 09:00-18:00 (월요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",아침 동물쉼터은 부산에서 운영하는 비영리 동물보호시설입니다. 매년 136여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://blog.naver.com/shelter0155,2025-12-04 03:07:09,2025-12-04 03:07:09
156,user00605@test.com,천사 동물병원,user00605@test.com,031-2254-4405,16827,경기도 용인시 봉은사 190,7층 864호,월-토 09:00-18:00 (일요일 휴무),"주말 단체 봉사 우선, 평일 개인 봉사 가능",경기도 용인의 천사 동물병원입니다. 17년간 운영하며 35여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
157,user00616@test.com,수성 미소 반려동물센터,user00616@test.com,053-6682-2294,42061,대구광역시 수성구 석촌호수 34,3층 485호,매일 09:00-19:00,"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",대구에 위치한 수성 미소 반려동물센터입니다. 현재 33여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter0157,2025-12-04 03:07:09,2025-12-04 03:07:09
158,user00623@test.com,대전유성 따뜻한 동물병원,user00623@test.com,042-5066-8766,34126,대전광역시 유성구 언주 108,14층 832호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,대전 유성의 대전유성 따뜻한 동물병원입니다. 12년간 운영하며 42여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.instagram.com/shelter0158,2025-12-04 03:07:09,2025-12-04 03:07:09
159,user00625@test.com,서 달빛 동물쉼터,user00625@test.com,062-5757-7596,61937,광주광역시 서구 잠실 72,3층 570호,"평일 09:00-18:00, 주말 10:00-17:00","사전 연락 후 방문, 개인/단체 모두 환영",광주 소재 서 달빛 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 102여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
160,user00627@test.com,무지개 반려동물센터,user00627@test.com,062-2043-5847,61937,광주광역시 서구 잠실 185,19층 151호,연중무휴 08:00-20:00,"사전 연락 후 방문, 개인/단체 모두 환영",광주 서의 무지개 반려동물센터입니다. 6년간 운영하며 38여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://shelter0160.com,2025-12-04 03:07:09,2025-12-04 03:07:09
161,user00628@test.com,기쁨 애견보호센터,user00628@test.com,02-2033-8060,06234,서울특별시 강남구 오금 93,9층 446호,매일 09:00-19:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",서울에 위치한 기쁨 애견보호센터입니다. 현재 114여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter0161,2025-12-04 03:07:09,2025-12-04 03:07:09
162,user00629@test.com,인천연수 겨울 동물병원,user00629@test.com,032-8511-7484,21990,인천광역시 연수구 개포 132,3층 222호,월-토 09:00-18:00 (일요일 휴무),"사전 연락 후 방문, 개인/단체 모두 환영",인천에 위치한 인천연수 겨울 동물병원입니다. 현재 136여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter0162,2025-12-04 03:07:09,2025-12-04 03:07:09
163,user00632@test.com,송파 희망 반려동물센터,user00632@test.com,02-3411-1334,05855,서울특별시 송파구 역삼 188,17층 476호,"평일 08:30-18:30, 주말 09:00-18:00","사전 예약 필수, 주말 봉사 가능",서울 소재 송파 희망 반려동물센터입니다. 넓은 운동장과 쾌적한 환경에서 22여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.instagram.com/shelter0163,2025-12-04 03:07:09,2025-12-04 03:07:09
164,user00635@test.com,가을 보호소,user00635@test.com,062-3759-4561,61937,광주광역시 서구 영동대 70,20층 618호,월-토 09:00-18:00 (일요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",가을 보호소은 광주에서 운영하는 비영리 동물보호시설입니다. 매년 105여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
165,user00638@test.com,대구수성 기쁨 보호소,user00638@test.com,053-8486-4554,42061,대구광역시 수성구 압구정 184,20층 514호,평일 10:00-17:00,"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",대구에 위치한 대구수성 기쁨 보호소입니다. 현재 30여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter0165,2025-12-04 03:07:09,2025-12-04 03:07:09
166,user00643@test.com,용인 별빛 반려동물센터,user00643@test.com,031-8280-1705,16827,경기도 용인시 선릉 125,6층 820호,"평일 08:30-18:30, 주말 09:00-18:00",학생 봉사활동 확인서 발급 가능,경기도에 위치한 용인 별빛 반려동물센터입니다. 현재 50여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter0166.com,2025-12-04 03:07:09,2025-12-04 03:07:09
167,user00645@test.com,서울송파 은혜 반려동물센터,user00645@test.com,02-5569-1707,05855,서울특별시 송파구 백제고분 84,20층 393호,월-토 09:00-18:00 (일요일 휴무),"사전 예약 필수, 주말 봉사 가능",서울에 위치한 서울송파 은혜 반려동물센터입니다. 현재 118여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter0167.com,2025-12-04 03:07:09,2025-12-04 03:07:09
168,user00648@test.com,성남 가을 동물병원,user00648@test.com,031-5275-3453,13487,경기도 성남시 양재천 8,18층 684호,매일 09:00-19:00,"평일 봉사 가능, 1일 체험 가능",7년 전통의 성남 가을 동물병원입니다. 경기도에서 가장 오래된 보호소로 현재 120마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://shelter0168.com,2025-12-04 03:07:09,2025-12-04 03:07:09
169,user00661@test.com,축복 보호소,user00661@test.com,032-3375-8530,21556,인천광역시 남동구 역삼 128,12층 491호,"평일 08:30-18:30, 주말 09:00-18:00","주말 봉사 가능, 단체 봉사 환영",14년 전통의 축복 보호소입니다. 인천에서 가장 오래된 보호소로 현재 133마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://www.shelter169.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
170,user00664@test.com,사랑 동물쉼터,user00664@test.com,062-7482-9512,61937,광주광역시 서구 서초대 42,6층 207호,"평일 09:00-18:00, 주말 10:00-17:00","자원봉사 상시 모집, 예약 필수",광주에 위치한 사랑 동물쉼터입니다. 현재 90여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
171,user00665@test.com,저녁 보호소,user00665@test.com,042-3205-6575,34126,대전광역시 유성구 도산대 72,14층 314호,"평일 09:00-18:00, 주말 10:00-17:00","주말 단체 봉사 우선, 평일 개인 봉사 가능",대전 소재 저녁 보호소입니다. 넓은 운동장과 쾌적한 환경에서 45여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.shelter171.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
172,user00671@test.com,따뜻한 보호소,user00671@test.com,031-2004-4066,10401,경기도 고양시 오금 45,7층 613호,"평일 08:30-18:30, 주말 09:00-18:00","주중/주말 봉사 가능, 학생 봉사활동 가능",경기도 소재 따뜻한 보호소입니다. 넓은 운동장과 쾌적한 환경에서 72여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.shelter172.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
173,user00673@test.com,경기도용인 겨울 애견보호센터,user00673@test.com,031-4854-7546,16827,경기도 용인시 학동 20,14층 377호,"평일 09:00-17:00, 토요일 10:00-15:00","사전 연락 후 방문, 개인/단체 모두 환영",경기도 용인의 경기도용인 겨울 애견보호센터입니다. 13년간 운영하며 32여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://www.shelter173.co.kr,2025-12-04 03:07:09,2025-12-04 03:07:09
174,user00684@test.com,서울송파 미소 보호소,user00684@test.com,02-8344-2800,05855,서울특별시 송파구 역삼 192,16층 907호,매일 09:00-19:00,"사전 예약 필수, 주말 봉사 가능",서울에 위치한 서울송파 미소 보호소입니다. 현재 98여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://www.instagram.com/shelter0174,2025-12-04 03:07:09,2025-12-04 03:07:09
175,user00687@test.com,경기도성남 동행 동물쉼터,user00687@test.com,031-3401-1143,13487,경기도 성남시 선릉 27,16층 984호,"평일 09:00-18:00, 주말 10:00-17:00","사전 예약 필수, 주말 봉사 가능",경기도 소재 경기도성남 동행 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 41여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://www.instagram.com/shelter0175,2025-12-04 03:07:09,2025-12-04 03:07:09
176,user00690@test.com,강동 사랑 보호소,user00690@test.com,02-6380-7234,05288,서울특별시 강동구 선릉 50,2층 450호,"평일 08:30-18:30, 주말 09:00-18:00","사전 연락 후 방문, 개인/단체 모두 환영",16년 전통의 강동 사랑 보호소입니다. 서울에서 가장 오래된 보호소로 현재 24마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://blog.naver.com/shelter0176,2025-12-04 03:07:09,2025-12-04 03:07:09
177,user00700@test.com,송파 꿈 동물쉼터,user00700@test.com,02-8686-9953,05855,서울특별시 송파구 서초대 79,8층 674호,연중무휴 08:00-20:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",서울 소재 송파 꿈 동물쉼터입니다. 넓은 운동장과 쾌적한 환경에서 75여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://blog.naver.com/shelter0177,2025-12-04 03:07:09,2025-12-04 03:07:09
178,user00702@test.com,희망 애견보호센터,user00702@test.com,051-3496-9978,48094,부산광역시 해운대구 언주 187,14층 614호,평일 10:00-17:00,"평일 봉사 가능, 1일 체험 가능",부산에 위치한 희망 애견보호센터입니다. 현재 50여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://blog.naver.com/shelter0178,2025-12-04 03:07:09,2025-12-04 03:07:09
179,user00710@test.com,서울송파 동행 동물쉼터,user00710@test.com,02-4511-5008,05855,서울특별시 송파구 강남대 89,4층 387호,월-토 09:00-18:00 (일요일 휴무),"평일 봉사 가능, 1일 체험 가능",16년 전통의 서울송파 동행 동물쉼터입니다. 서울에서 가장 오래된 보호소로 현재 128마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
180,user00711@test.com,서 사랑 보호소,user00711@test.com,062-2964-7019,61937,광주광역시 서구 테헤란 51,10층 503호,평일 10:00-17:00,"주말 단체 봉사 우선, 평일 개인 봉사 가능",광주에 위치한 서 사랑 보호소입니다. 현재 91여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,https://shelter0180.com,2025-12-04 03:07:09,2025-12-04 03:07:09
181,user00713@test.com,봄 동물병원,user00713@test.com,02-8217-4394,06234,서울특별시 강남구 압구정 37,5층 239호,연중무휴 08:00-20:00,"주중/주말 봉사 가능, 학생 봉사활동 가능",서울에 위치한 봄 동물병원입니다. 현재 44여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
182,user00722@test.com,우리 동물병원,user00722@test.com,031-4504-6552,10401,경기도 고양시 서초중앙 197,8층 750호,매일 09:00-19:00,"정기 봉사자 모집 중, 1개월 이상 활동 가능자 우대",경기도에 위치한 우리 동물병원입니다. 현재 124여마리의 유기견들이 새 가족을 기다리고 있습니다. 깨끗한 시설과 전문 수의사의 정기 검진으로 건강한 입양을 도와드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
183,user00723@test.com,축복 보호소,user00723@test.com,031-6454-2626,16827,경기도 용인시 논현 123,6층 755호,매일 09:00-19:00,"자원봉사 상시 모집, 예약 필수",경기도 소재 축복 보호소입니다. 넓은 운동장과 쾌적한 환경에서 139여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
184,user00725@test.com,남동 사랑 반려동물센터,user00725@test.com,032-5069-1650,21556,인천광역시 남동구 오금 64,14층 782호,"평일 09:00-18:00, 주말 10:00-17:00","사전 연락 후 방문, 개인/단체 모두 환영",인천 남동의 남동 사랑 반려동물센터입니다. 23년간 운영하며 65여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
185,user00732@test.com,수원 봄날 보호소,user00732@test.com,031-8620-1604,16444,경기도 수원시 양재천 50,1층 583호,평일 10:00-17:00,"주말 봉사 가능, 단체 봉사 환영",수원 봄날 보호소은 경기도에서 운영하는 비영리 동물보호시설입니다. 매년 87여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://blog.naver.com/shelter0185,2025-12-04 03:07:09,2025-12-04 03:07:09
186,user00733@test.com,송파 햇살 보호소,user00733@test.com,02-1290-2791,05855,서울특별시 송파구 가락 28,16층 179호,월-토 09:00-18:00 (일요일 휴무),"자원봉사 상시 모집, 예약 필수",서울 송파의 송파 햇살 보호소입니다. 11년간 운영하며 22여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,https://blog.naver.com/shelter0186,2025-12-04 03:07:09,2025-12-04 03:07:09
187,user00735@test.com,연수 은혜 애견보호센터,user00735@test.com,032-1650-9750,21990,인천광역시 연수구 영동대 14,6층 593호,"평일 09:00-18:00, 주말 10:00-17:00","사전 예약 필수, 주말 봉사 가능",인천 소재 연수 은혜 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 50여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://blog.naver.com/shelter0187,2025-12-04 03:07:09,2025-12-04 03:07:09
188,user00738@test.com,평화 애견보호센터,user00738@test.com,042-7772-8499,34126,대전광역시 유성구 백제고분 167,2층 130호,"평일 09:00-18:00, 주말 10:00-17:00","사전 연락 후 방문, 개인/단체 모두 환영",6년 전통의 평화 애견보호센터입니다. 대전에서 가장 오래된 보호소로 현재 142마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
189,user00739@test.com,인천연수 겨울 동물병원,user00739@test.com,032-6434-2456,21990,인천광역시 연수구 가락 48,14층 762호,화-일 09:00-18:00 (월요일 휴무),학생 봉사활동 확인서 발급 가능,인천연수 겨울 동물병원은 인천에서 운영하는 비영리 동물보호시설입니다. 매년 82여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://www.instagram.com/shelter0189,2025-12-04 03:07:09,2025-12-04 03:07:09
190,user00749@test.com,햇살 동물쉼터,user00749@test.com,031-9343-2093,16827,경기도 용인시 서초중앙 20,1층 283호,"평일 09:00-18:00, 주말 10:00-17:00","주말 봉사 가능, 단체 봉사 환영",7년 전통의 햇살 동물쉼터입니다. 경기도에서 가장 오래된 보호소로 현재 128마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
191,user00750@test.com,행복 반려동물센터,user00750@test.com,053-3090-3732,42061,대구광역시 수성구 학동 35,5층 672호,월-토 09:00-18:00 (일요일 휴무),"주말 봉사 가능, 단체 봉사 환영",행복 반려동물센터은 대구에서 운영하는 비영리 동물보호시설입니다. 매년 97여마리의 유기동물을 구조하고 입양을 진행하고 있습니다.,https://shelter0191.com,2025-12-04 03:07:09,2025-12-04 03:07:09
192,user00753@test.com,천사 동물쉼터,user00753@test.com,053-5248-2111,42061,대구광역시 수성구 선릉 199,15층 377호,연중무휴 08:00-20:00,주 1회 이상 참여 가능한 분 환영,22년 전통의 천사 동물쉼터입니다. 대구에서 가장 오래된 보호소로 현재 89마리의 유기견을 보호 중입니다. 자원봉사 및 후원 환영합니다.,https://blog.naver.com/shelter0192,2025-12-04 03:07:09,2025-12-04 03:07:09
193,user00755@test.com,송파 따뜻한 애견보호센터,user00755@test.com,02-4742-4990,05855,서울특별시 송파구 가락 121,13층 294호,월-토 09:00-18:00 (일요일 휴무),주 1회 이상 참여 가능한 분 환영,서울 소재 송파 따뜻한 애견보호센터입니다. 넓은 운동장과 쾌적한 환경에서 94여마리의 강아지들이 생활하고 있습니다. 입양 상담 환영합니다.,https://shelter0193.com,2025-12-04 03:07:09,2025-12-04 03:07:09
194,user00760@test.com,나눔 동물쉼터,user00760@test.com,032-1095-8229,21990,인천광역시 연수구 논현 103,17층 538호,화-일 09:00-18:00 (월요일 휴무),"주중/주말 봉사 가능, 학생 봉사활동 가능",인천 연수의 나눔 동물쉼터입니다. 3년간 운영하며 55여마리의 유기동물을 보호하고 있습니다. 봉사자 여러분의 많은 관심과 참여 부탁드립니다.,,2025-12-04 03:07:09,2025-12-04 03:07:09
